"","seed","LL","message","b_w","mu_x","sigma_beta","b_cost","mu_alpha","sigma_alpha","rho","scale_RP","scale_SP","b_w_se","mu_x_se","sigma_beta_se","b_cost_se","mu_alpha_se","sigma_alpha_se","rho_se","scale_RP_se","scale_SP_se","maxEigen","uncorrected_wtp","uncorrected_wtp_se","fullsample_wtp","fullsample_wtp_se","adhoc_wtp","adhoc_wtp_se"
"1",1628957127.07103,-1777.21233773477,1,1.621924308402,2.06336695982319,1.0518168218745,-1,-0.0577240656577384,1.47330662292255,-0.999999878755826,1,1.78864255832988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27382094022881,0.0464388246093452,1.98259318849631,0.0501651104990124,1.6338742540663,0.0800208364478391
"2",1628957453.68984,-1691.28093945942,1,2.01584636725554,2.11079721453993,1.01928583875177,-1,-0.18276639138535,2.01368491635913,-0.899683935756764,1,2.20783050087326,0.514380502192701,0.152715075254987,0.111028937528796,NA,0.0898978511200873,0.889362753192465,0.0753635094714518,NA,0.209587296572951,-0.426731,1.34389567417516,0.0484529492248031,2.0102419015273,0.0548894243224147,1.6264688671327,0.0694010775664644
"3",1628957763.09302,-1768.97796058266,1,6.36706699076543,1.99578741744699,0.929700929444109,-1,-0.303770256428358,8.44827256939295,-0.939339327023172,1,1.89556548317879,9.35397561576565,0.143104644673552,0.116059197712905,NA,0.322067665707853,13.0446544842746,0.118420176514957,NA,0.155032046294937,0.001424,1.24070091498397,0.0441613645133414,2.0136244483778,0.0550729384076111,1.54625978861326,0.0670801317459052
"4",1628958255.17288,-1745.49679617774,1,1.48893905040556,1.78016916202682,0.857580892115737,-1,0.00678413329503405,1.1224330242748,-0.990701958728357,1,2.07492352824784,0.367722919429963,0.143063192342715,0.111416421926604,NA,0.630122330135881,0.886252001603195,0.144798808943652,NA,0.206973502080299,16.359421,1.26459820398377,0.0415159396987308,1.94281643242278,0.0541157058154948,1.56723325453684,0.0627888998231151
"5",1628958636.65781,-1769.25481176595,1,2.19325105407266,2.23152817801201,1.27295489562172,-1,0.0522620017224315,2.06422896192766,-0.999999592216721,1,1.82856628220101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32484306944314,0.0545200478699133,2.10207725020935,0.0608572922533741,1.62786658859909,0.0742440253693801
"6",1628958980.2092,-1762.10317025713,1,1.60587599287676,1.78788481471822,0.87730829407542,-1,0.0522111458076509,1.37944405680968,-0.999999426758387,1,2.29090911958151,NA,NA,NA,NA,NA,NA,NA,NA,NA,9892765.643784,1.22997765735029,0.0433205345701727,1.97507919188521,0.0506366676924877,1.5886735097126,0.0616292278012774
"7",1628959368.01619,-1720.76459013195,1,1.79284954611386,1.94548187543408,0.881529318997821,-1,-0.0827731884551718,1.61742786181875,-0.999999930597719,1,1.83086364774289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28829460875926,0.0462452746683025,1.9858513513464,0.0565897394811878,1.60673922119633,0.0687585793726304
"8",1628959687.94835,-1758.46732506747,1,2.02127801793528,1.89987298123474,1.01977260165349,-1,0.188159628254776,1.78466611108307,-0.969146655715709,1,2.33766327354131,0.325197709169633,0.117378718251787,0.0975925063791245,NA,0.0851896752486039,0.535504563659038,0.0113439615307425,NA,0.184324411527636,-1.98268,1.20684493209062,0.0397000459578657,1.93611189857981,0.0493319939214955,1.46990971472262,0.0548989602271808
"9",1628960059.27541,-1768.4590264532,1,1.58630163800318,1.93160148345705,0.941450167990369,-1,-0.203637317779879,1.44572720776943,-0.999999985546656,1,1.8782585157304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28671025314075,0.0486818764335455,2.00568768808151,0.0542539809809585,1.6807302178056,0.0877598284797618
"10",1628960386.89371,-1792.6505715931,1,1.60159427403544,1.92879658027399,1.0238158630446,-1,-0.074931708832429,1.4088940576272,-0.999998347933163,1,2.01306024234676,NA,NA,NA,NA,NA,NA,NA,NA,NA,4843396.405641,1.23450785572274,0.0493145026289518,2.03478261676553,0.055283653617741,1.58595734180223,0.0757238601512452
"11",1628960735.12629,-1762.08048628797,1,1.79130213966512,1.80507371719056,0.863891523059464,-1,0.0023270716350302,1.46357402974527,-0.999999557755488,1,1.92524022594221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23955136789604,0.0415502613545032,2.02152860200207,0.0590747808486894,1.53752327737412,0.0684251665424028
"12",1628961024.15747,-1706.46852244746,1,2.23532939918682,1.87777871657576,0.94696465222766,-1,0.0258023022272899,2.25409213578651,-0.986060218007715,1,2.48246659379706,0.53381729270818,0.122933190418064,0.0934682922723715,NA,0.0349974273825417,0.861687973456908,0.0128227621947542,NA,0.232014472098602,-0.860783,1.18398919257733,0.037770959630346,1.93736515287637,0.0550008295608668,1.48480776828792,0.0604113745691196
"13",1628961404.06671,-1819.46455602933,1,1.43225727165742,1.86426480212916,0.965296052997026,-1,0.0179159916323249,1.28178730750833,-0.999999721278716,1,1.87025461660928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24552827125284,0.0483142123329088,1.92210101879484,0.0506083574353862,1.54336454713312,0.0707394179664217
"14",1628961784.65499,-1781.33138655889,1,6.69140052793716,2.07020737666317,1.0635568726534,-1,0.0952530357921535,8.86370017675653,-0.803820556741641,1,2.07836568751374,2.02181788267249,0.122177148686205,0.0956632418595548,NA,0.285614245544898,2.76772527313285,0.0953068684803569,NA,0.177436707105978,-0.002039,1.28998039851102,0.0472248729862882,1.99122991161498,0.0540225065200365,1.54825756658809,0.0604447716500476
"15",1628962297.10895,-1801.34311089665,1,11.2980619934869,2.20086866226951,1.09268782283915,-1,0.277139159730343,15.6811258147908,-0.853414445542993,1,1.77574523294817,6.58621731406713,0.144402007805945,0.116314406963581,NA,0.520793081751175,9.6352218505819,0.0846141136853184,NA,0.147254299002745,-0.000243,1.33700363223031,0.0513526104616696,2.08289883827775,0.0560536504084752,1.66095492965281,0.0730553309378462
"16",1628962799.20701,-1734.51064823487,1,11.1599550530463,2.1683669911234,1.100888052858,-1,-0.0130981008660279,14.1026108892204,-0.763657521711402,1,2.07826380967506,9.99911469712547,0.165647041924404,0.117152258870423,NA,0.434220155261324,12.8665632101548,0.12745386594163,NA,0.156096951417124,-0.000203,1.30214601704805,0.0483181370137623,2.0284648680623,0.0583049279037102,1.64745057221945,0.0689019455406159
"17",1628963346.3971,-1823.93811421827,1,1.27588176424914,2.15026632733161,1.14077820162747,-1,-0.0752551300953791,1.20781456643826,-0.999999660366596,1,2.04477995352083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29598587620761,0.0487407032310523,2.05582370552544,0.0596763990223509,1.55967535928608,0.0695917140256347
"18",1628963666.92823,-1716.15028986867,1,2.5258200449612,2.13150384455161,1.18109414315078,-1,-0.193215039926518,2.70563923917384,-0.821813835387173,1,2.30258901614554,0.65832580548391,0.155021050371576,0.126060458362395,NA,0.107171396449353,1.00292449582406,0.0385107634891775,NA,0.192067531066564,-0.222444,1.26291318582956,0.0462322126804351,2.00203865439156,0.0559798046968715,1.59396620730458,0.0680828191572408
"19",1628964010.81105,-1753.95978842532,1,1.69793809394932,1.85750701296023,0.952045885833831,-1,-0.0394043298678222,1.35931876518782,-0.941579063849593,1,1.9398858889674,0.221845758555306,0.145175930644153,0.120152461530399,NA,0.106455546076821,0.434394726978781,0.0308424937009483,NA,0.167635127876052,-2.733612,1.22683999172289,0.0438979240091426,1.97313728703456,0.0539578296740502,1.49397232142807,0.0681504524530656
"20",1628964376.18384,-1751.44897179669,1,1.63116605451911,1.94010177539868,0.938384451568701,-1,0.0953505589940812,1.48001426918066,-0.999999577205177,1,1.76764460925146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24454998438262,0.0455270151224561,1.95932066463453,0.052252196311244,1.52876673025998,0.0674128981785467
"21",1628964697.90781,-1738.16765106813,1,6.70248766736583,1.99297411179784,0.987169707513185,-1,-0.184684864546751,8.37428791048199,-0.815431980180204,1,2.04061563668834,5.39587265203367,0.12131795258604,0.0945524456410868,NA,0.302691151608641,7.0733595184002,0.0860801731467953,NA,0.175047418534954,-0.000772,1.27312148592503,0.0476023549915515,1.96211241765911,0.0522604369940534,1.53883663727936,0.0660365414746667
"22",1628965134.88395,-1776.01551995126,1,1.6860539836456,1.83178692754311,0.910433220502907,-1,0.0447055029816999,1.35755040117618,-0.99999931573492,1,2.06374087571781,NA,NA,NA,NA,NA,NA,NA,NA,NA,7197782.341981,1.25752211706396,0.0406597979566295,2.07754912736884,0.0561489384086958,1.53862145895614,0.0584702665640653
