"","seed","LL","message","b_w","mu_x","sigma_beta","b_cost","mu_alpha","sigma_alpha","rho","scale_RP","scale_SP","b_w_se","mu_x_se","sigma_beta_se","b_cost_se","mu_alpha_se","sigma_alpha_se","rho_se","scale_RP_se","scale_SP_se","maxEigen","uncorrected_wtp","uncorrected_wtp_se","fullsample_wtp","fullsample_wtp_se","adhoc_wtp","adhoc_wtp_se"
"1",1628867543.63152,-1730.36979959462,1,1.74427503458738,1.97297400649549,1.01074849786752,-1,-0.137497935746614,1.64328167848857,-0.998573949535418,1,2.12167490493811,0.266134916736178,0.144516592467757,0.109343298297747,NA,0.0754122119172681,0.503725381231158,0.00350972857553767,NA,0.176470178690731,-2.799793,1.23447685735337,0.0439232518546293,1.93518076873213,0.0506859202559315,1.47549646554833,0.0634723824355178
"2",1628867911.25494,-1733.41433505877,1,1.7865357903518,1.89018248987881,0.978901059726913,-1,-0.0858358127141185,1.39304391690934,-0.999999837048736,1,2.37822044823694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22780881087388,0.0447501606166774,1.9788392917992,0.0532427924272295,1.54487214004666,0.0632446455064977
"3",1628868207.25539,-1730.56221575567,1,1.89718684396139,2.00485562415452,0.976631131275888,-1,-0.103746849297889,1.66493275206077,-0.999999304544235,1,1.85399498373796,NA,NA,NA,NA,NA,NA,NA,NA,NA,7827784.762981,1.29098551786069,0.0461266347281394,2.1109218265288,0.060171560299059,1.57669548650624,0.0726071322595263
"4",1628868589.0434,-1789.3514513077,1,1.57931340092699,1.80440717119839,0.798780539715842,-1,0.134724023578199,1.55995695510434,-0.999999518918607,1,1.92363382303231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27681740752668,0.0480399717343743,1.98763758642548,0.0552480551957995,1.53102959345527,0.0657423591759338
"5",1628868920.63889,-1768.69362223078,1,1.67774042436183,1.84556395059013,0.983045415034101,-1,0.00596160602594538,1.32044103935777,-0.999999892188368,1,2.10955672194501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22482040473994,0.0420866455943345,2.01455338504864,0.0547651118663096,1.50517875162433,0.0581583775817846
"6",1628869270.38136,-1719.37079404475,1,1.85822896945603,2.2063440980235,1.10223339940776,-1,-0.0599410356005469,1.602806432552,-0.999999713868526,1,1.93263732455328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39466344900084,0.0550550638929359,1.98396625936317,0.0505319742153398,1.68554749218355,0.0773620798206721
"7",1628869607.72201,-1810.63443135425,1,1.69575421195797,2.10055814199467,1.21632891864769,-1,-0.0407679453514957,1.67617040121196,-0.909821210208533,1,2.10905861438876,0.349222202986701,0.172295046098422,0.126710764972156,NA,0.0519112748178871,0.71040979339618,0.0309732624669702,NA,0.172516409253539,-1.11226,1.23005655077604,0.0477436193151248,1.98352410840016,0.0515684908568297,1.57306769788069,0.0690689392923627
"8",1628869984.87126,-1731.09716661168,1,16.3097367519019,2.04645926727238,0.903227053942548,-1,-0.10647753262931,20.5739311185779,-0.995387149825944,1,1.7524081407383,22.9186143203001,0.111112702537225,0.0947208466388031,NA,0.162045299032125,28.6844648483485,0.0267163335439908,NA,0.125343416631751,8.6e-05,1.33807188407185,0.0477437022124437,2.0937185741308,0.0625099320282281,1.61324035694681,0.0723674479244774
"9",1628870593.59251,-1758.7145926174,1,1.60858729183918,1.76355611280733,0.846786525581737,-1,0.101327451721499,1.54582499006331,-0.9999996774882,1,1.89580388052111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19473351687493,0.0397217184665772,1.95391911704025,0.0541703698607169,1.42444534849309,0.0602240711496313
"10",1628870933.46485,-1776.92807346165,1,1.65353618133498,1.90153150745891,0.88014600114637,-1,0.101801071154929,1.50855593544477,-0.999999746178058,1,1.85374776078366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28484001563385,0.0457655066850544,2.02092597493963,0.0540192592825792,1.61997707004707,0.0680330262749543
"11",1628871216.32381,-1801.9298276751,1,2.02144840960229,1.89401220207883,0.914062291460183,-1,0.00785321779370076,2.30320755647794,-0.989110719609973,1,1.99508730073282,0.506606273717335,0.122180172787823,0.0931045166225002,NA,0.00328023847614711,0.911160114026989,0.0130883233829501,NA,0.159035611047468,3689.423854,1.22859695392757,0.044992478236671,1.99979736433924,0.0570919393012658,1.52708439755577,0.0662261699879593
"12",1628871613.73603,-1697.22716413722,1,1.82812018630815,1.91680180448606,0.893706685171082,-1,-0.204845124389252,1.26169315999407,-0.999999785740953,1,2.1512626688399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31854481122706,0.0475759176733987,2.01186525896028,0.0552184904515362,1.60139651707186,0.0686642654417206
"13",1628871992.74097,-1806.04221708329,1,2.27928153692724,1.84068845521845,0.874834077596586,-1,0.148136159750289,2.55702218021326,-0.703675667429583,1,1.85787451901164,1.78219038439777,0.138984523180726,0.0924277380362964,NA,0.154469135753021,2.91587710408794,0.154856528510434,NA,0.13668636273246,-0.030387,1.27056563853459,0.0452075465786479,2.05837730910733,0.0571270136386536,1.56738497270484,0.0723392434726276
"14",1628872354.28617,-1763.74251215215,1,1.81022909248833,1.89535193165324,0.88696324335828,-1,-0.00470778633046876,1.4982744514588,-0.999999699612328,1,1.80598276289628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27917557787499,0.0458904621302377,2.04666876061199,0.0585458578862999,1.57643298507063,0.0722815723688032
"15",1628872649.08021,-1710.60357027466,1,2.25375987173207,2.20336842884334,1.07122726504321,-1,-0.225106550610878,2.33241516691792,-0.877736737765883,1,1.76917054108117,0.866554713401813,0.182211263437984,0.129552777204225,NA,0.119644256060384,1.413388139521,0.038003736260424,NA,0.152881784547727,-0.264513,1.38108387602413,0.0559427665347894,2.08816482083674,0.0599005065781256,1.67433948137918,0.0790607133216423
"16",1628872959.44854,-1820.33428942897,1,7.7791940415316,1.96845143495251,0.924072458654697,-1,0.222957479604858,10.6245848442921,-0.865226787250513,1,1.68097527219735,5.39176664361843,0.128439847014531,0.102039699708445,NA,0.376092054757519,7.50795770238083,0.0868372395403487,NA,0.130282940583641,-0.000422,1.28236582063794,0.048660858271397,2.01516793743956,0.0553812182682948,1.5294088483234,0.064544085100352
"17",1628873463.83834,-1805.66903465113,1,1.59198129751839,2.03187012184914,1.11907063397511,-1,-0.0230677561487446,1.40587045705691,-0.944439012653711,1,1.88656880862344,0.239094078532526,0.15384055344258,0.115089716654469,NA,0.0341068713495529,0.4987065181459,0.0193782352255162,NA,0.170012432044009,432.130644,1.27969242676344,0.0497173498177724,2.00007360580341,0.0534080587978216,1.6642844325217,0.0785159637258123
"18",1628873789.83864,-1788.12998448217,1,1.96941816114637,2.03701899296651,1.07395574725877,-1,-0.0823284849306403,2.26084170788097,-0.972954349017894,1,2.03427921637154,0.442262095343886,0.138190961298279,0.106205897524416,NA,0.094651311449673,0.815158727906963,0.0187986315777771,NA,0.173844482466299,-0.807769,1.21905051893721,0.0450026104412016,2.01490575385352,0.0557277280581479,1.51667527651139,0.064533390892855
"19",1628874191.83957,-1800.22452687927,1,2.00379684673652,1.99574446568227,0.979904115044186,-1,0.138698609462015,2.12132564761106,-0.946391101914144,1,2.0586137451064,0.430145523039166,0.130273743261536,0.101662405132404,NA,0.0780641348091752,0.739751385495224,0.0209908353241991,NA,0.16496627108017,-0.861503,1.29403540251433,0.0458428785373252,1.99763103841554,0.0533271644787101,1.55643520662192,0.0702192210431516
