"","seed","LL","message","b_w","mu_x","sigma_beta","b_cost","mu_alpha","sigma_alpha","rho","scale_RP","scale_SP","b_w_se","mu_x_se","sigma_beta_se","b_cost_se","mu_alpha_se","sigma_alpha_se","rho_se","scale_RP_se","scale_SP_se","maxEigen","uncorrected_wtp","uncorrected_wtp_se","fullsample_wtp","fullsample_wtp_se","adhoc_wtp","adhoc_wtp_se"
"1",1629046881.64135,-1513.30251474034,1,1.51873219479353,1.81880579446393,0.760741429957885,-1,-0.0262321533426831,1.14866786951717,0.99999961257993,1,1.83835471340779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16452780963333,0.0933107817528839,2.04606024572239,0.0516194614100729,2.14870043571187,0.0988064013197222
"2",1629047189.13456,-1454.97598600843,1,1.8168306598597,2.09817177197709,0.90042279050462,-1,0.0674384355001589,1.35086425995074,0.996284615235817,1,1.96684476152201,0.313173334296646,0.148140756304117,0.112387979495675,NA,0.0599455393079703,0.576618069438809,0.00615048097660596,NA,0.158675341821718,-2.729669,2.08848572967175,0.0931480321312596,1.9730413726106,0.0503797904080583,2.03397651538834,0.0882810256298373
"3",1629047547.15802,-1481.80274299492,1,1.69911298109962,2.06475411001165,0.916827857200776,-1,0.0290703657406563,1.34575485295008,0.999999639937412,1,1.92943060785515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16233583022738,0.097570874441671,1.96598172954895,0.0520044975981088,2.08412315478728,0.0947560503930013
"4",1629047887.66603,-1462.56771978088,1,1.56389979799502,2.02007738716288,0.888748399716975,-1,-0.0610209103247786,1.31097520363239,0.999999595492272,1,2.13079696891194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12964163093786,0.0907900253908631,2.0352308642003,0.0524834478829032,2.12621625478255,0.0906563092797317
"5",1629048172.38765,-1491.0581849866,1,1.65415106881544,1.85783971870347,0.919632646188479,-1,-0.0423269214857543,1.2070842689444,0.999999896764661,1,2.29083988689156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01137399521636,0.0790546460924727,1.96520339993107,0.0525179336638565,1.9868496086281,0.082983588943566
"6",1629048519.914,-1476.28983680935,1,1.65891141756562,1.88840936516202,0.943094802004394,-1,0.0508205728623006,1.24699915033603,0.999999948933955,1,2.37111582408612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96289107987853,0.0763037208437943,1.94572190896038,0.0510633045385729,1.88818344713916,0.0809135278016774
"7",1629048839.9678,-1443.32386979617,1,1.64888422950693,1.92721116638327,0.823071689891319,-1,-0.131639148186985,1.23642643872881,0.999999710779145,1,2.18314659525405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19409326112726,0.0992927436054234,1.97701485155312,0.0507753679521881,2.14768819760644,0.102738142893018
"8",1629049147.93666,-1505.57095104016,1,2.22363148715187,1.94580160097387,1.12980041872556,-1,0.0701102360464448,2.46390293101491,0.999999903502554,1,2.1350073818998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09752806064696,0.0887115110008056,1.99509772648447,0.0514660877678123,2.0713913298076,0.0947286616935269
"9",1629049513.19949,-1429.86399073139,1,1.61862880423155,1.98903408520946,0.727681952322453,-1,-0.044303704204283,1.19783834598294,0.999999928213017,1,2.07978873680181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10593408182828,0.0906625232255442,2.02744587184646,0.0577324915308402,2.07999559661167,0.096619935253332
"10",1629049809.6662,-1468.14832982182,1,1.57105183507938,2.11148897261508,0.96748482894838,-1,-0.140945764588363,1.31152188108339,0.999997804891781,1,2.01565506536373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1927708182148,0.102309594113071,2.01280765028836,0.0551974248185702,2.10440344988155,0.0953651556835374
"11",1629050145.6527,-1473.64148118906,1,3.73592297190379,1.95780690653108,1.05273883297822,-1,-0.0354063656087572,4.64301367678784,0.972762482817973,1,1.77468707405478,2.35348012863988,0.121408652514104,0.138304356556472,NA,0.0556006012291677,3.34692881862261,0.0918432712807468,NA,0.16476371089104,4.137043,2.23635800478771,0.108134103345311,2.10915048986792,0.0609461404947913,2.14197478106937,0.109812043983404
"12",1629050574.85983,-1468.8643237614,1,1.6392775665757,2.1763342235989,1.01685335417361,-1,-0.0355458027386258,1.29783829806222,0.999999847581994,1,2.01294011990117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24278951680178,0.100145568112132,2.03952908740794,0.0528079060914667,2.2256989473041,0.107286329756782
"13",1629050855.40176,-1490.01050968325,1,4.82955384597709,1.92174688962474,0.923445615453966,-1,0.0732357303312645,5.65905341866374,0.857499863777426,1,1.89460841187594,4.64692047904295,0.116787003434939,0.113011086952735,NA,0.194537153192061,6.11225607140317,0.0997723897780182,NA,0.151741765184672,-0.002107,2.09246432858432,0.0911857540500162,2.02079884707622,0.0545600432200994,2.04634229915116,0.0914087305935108
"14",1629051250.64402,-1553.14055013813,1,1.91539532983864,1.98885333412492,1.00202731356343,-1,0.0257907709268973,2.13448131865409,0.936497581648567,1,1.95716314990598,1.58471181836238,0.240337979385208,0.122565342025361,NA,1.6230036166015,2.9140297291025,0.453685243072426,NA,0.193719752771147,5.873681,2.12558902283547,0.0929247697691738,1.97363748798596,0.0527124062082576,2.04697046800564,0.0935657377077016
"15",1629051611.39733,-1480.29149803636,1,2.0620503952901,2.06231366534786,1.06380572270739,-1,0.00187534553756177,2.1763211538052,0.957962801875986,1,2.20684195250589,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.23521143143715,0.0969175889921444,2.01787741987426,0.0529214559139781,2.17348797607966,0.0932525256990367
"16",1629052033.84958,-1468.34347841645,1,1.62982845254285,2.01958451473512,0.702267475279721,-1,0.0205132459040252,1.22881659292075,0.999999658459187,1,1.94785377809316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17803149088298,0.0918704661192048,2.08479175596708,0.0573578019714983,2.1043859926529,0.0894185726503791
"17",1629052332.83917,-1507.86041024965,1,3.83082145954216,2.07042931190164,0.937171015359459,-1,0.252595462571991,4.706192684339,0.742574723383492,1,1.84726170108038,3.09697313969353,0.157738209822841,0.114254829519941,NA,0.274661335797966,4.35647993816364,0.0893568437889527,NA,0.162527594082318,-0.007624,2.14322460295321,0.107289701189142,1.92942453397972,0.0546730910322747,2.1715811368148,0.106397178473431
"18",1629052704.27985,-1533.9798702298,1,1.70820200281649,2.0398206922016,1.00853949600909,-1,0.0633790872569017,1.62224746041023,0.984516491684046,1,2.00438810692885,0.294295372929674,0.149220289450386,0.129619220062596,NA,0.0649005863871823,0.569637043536711,0.0253823014712365,NA,0.18439904590369,-1.476126,2.11404601725961,0.0951010941302548,1.94603747177606,0.0506951767198247,2.11437956425741,0.111132460643395
"19",1629053135.92358,-1531.54137977093,1,2.19494148029009,1.96018210873472,1.15702539372418,-1,0.101736964029309,2.37962659962442,0.994357126615295,1,1.83631206413626,0.419617054360363,0.127287653641867,0.130940338955896,NA,0.090429421837547,0.679404762345382,0.00771771563787467,NA,0.160466636504245,-1.412922,2.09851533435066,0.100771417490836,1.98885694002001,0.0536480192827616,2.04571122102705,0.0990678997923087
"20",1629053503.73483,-1511.92238789705,1,3.81269422713652,1.88538603622538,0.970674749735637,-1,-0.000138849760415608,4.74103979066453,0.999999979544839,1,1.72909178373407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20970142526008,0.0993619943669499,2.02803935352129,0.0534233907661166,2.12405650690864,0.10369283263755
"21",1629053891.37469,-1516.43355659179,1,1.47097822739036,2.18898787681866,0.761193174136673,-1,-0.085002270998745,1.28242552254409,0.890689702725901,1,1.76110738467128,0.282475268267263,0.154885974879223,0.110440833021114,NA,0.0666473725529125,0.614281201954617,0.0853420962953933,NA,0.159748008552669,-1.393492,2.22857389300166,0.101411383479604,2.13341280577587,0.0654192333912111,2.19978724554394,0.103574734881524
"22",1629054211.30831,-1510.30435942951,1,1.68339540700644,2.0372155285915,1.0141426671513,-1,-0.0101083018450433,1.29844598756245,0.999999632308655,1,1.98010491439922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0538245118469,0.0933208932024837,1.95056483605031,0.0513783816736009,1.97468596839104,0.0971374194361579
"23",1629054555.91809,-1468.39011155519,1,1.69909301400446,2.09145256402463,1.14972727873484,-1,0.0580168975653122,1.28817905215534,0.999999956181667,1,2.16124549858721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23712350324235,0.0954624247573625,2.0094931517473,0.0515082169498773,2.27439357111966,0.0946130772945456
"24",1629054825.35455,-1437.69690391783,1,2.0443439505137,2.12013844108249,0.809244125776419,-1,0.0392861324865832,1.88697111212596,0.855005256195523,1,2.09762100278468,0.842616329840401,0.155346389530793,0.111886039184299,NA,0.0818750781172972,1.41809362885871,0.164940327038722,NA,0.202939223883246,-0.159452,2.14954770637181,0.0952056352620417,2.02615681705312,0.0541925860674349,2.14519988704145,0.0983425480390224
"25",1629055128.72702,-1492.41776898822,1,1.49413954261783,2.10496878055914,1.05039431649645,-1,-0.0736518508376003,1.32350612738726,0.999999530079978,1,2.17650719867036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24726857148659,0.0978228606855073,2.02609862678685,0.0544148674825203,2.18637638249293,0.0905162230061923
"26",1629055409.28808,-1506.69964488876,1,2.18026584893911,2.25100668137763,1.01338523857422,-1,-0.038437596897241,2.39819034394616,0.669943470212212,1,1.99257946011216,0.919917248805859,0.160537000493548,0.105992853846183,NA,0.0915769832954433,1.53648264306726,0.0857044540107821,NA,0.204685012325666,-0.149297,2.21781107836786,0.10224485817617,1.98405823868951,0.0508104079594031,2.12795989333994,0.0998377523317836
"27",1629055768.36579,-1478.21172687297,1,1.70857478621937,1.95161531148909,0.975580136902964,-1,-0.0395445295459288,1.27012101061807,0.999999601950315,1,2.11123714964228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98587784491644,0.0836229401577753,1.9392712284124,0.0512383262978357,1.968324494813,0.084009090395745
"28",1629056084.27722,-1488.43782404487,1,2.11205687278267,1.99390865805397,0.823424346691515,-1,0.180541505891955,2.15875841942337,0.999817462031134,1,2.13281487256405,0.550498377274658,0.120497212666004,0.0962993752241307,NA,0.0963026103086498,0.911998754008219,0.00148961002781355,NA,0.179026421626057,-1.172628,2.14430920374347,0.0878091232473683,2.01319618777164,0.0525324544799464,2.10454924701956,0.0872238830442233
"29",1629056522.0641,-1535.7769436248,1,5.31611098445516,2.24994523954146,1.11902659098025,-1,0.422614053279058,7.03814179024143,0.597095660404057,1,1.99675723482946,5.6439578044497,0.161695839480885,0.119952199496345,NA,0.497090429794306,7.97994085863281,0.135422120093197,NA,0.19670537989688,-0.001535,2.22898408049951,0.10799688957182,2.02090105248235,0.0573867609853655,2.23108675393254,0.1130270127077
