"","seed","LL","message","b_w","mu_x","sigma_beta","b_cost","mu_alpha","sigma_alpha","rho","scale_RP","scale_SP","b_w_se","mu_x_se","sigma_beta_se","b_cost_se","mu_alpha_se","sigma_alpha_se","rho_se","scale_RP_se","scale_SP_se","maxEigen","uncorrected_wtp","uncorrected_wtp_se","fullsample_wtp","fullsample_wtp_se","adhoc_wtp","adhoc_wtp_se"
"1",1628189259.42927,-1758.9958776581,1,2.08911262844716,2.10555622857307,1.10911868696629,-1,0.0277960918275464,2.19165203040603,-0.999422681001945,1,2.25400420690366,0.44979249984282,0.146645872617962,0.108352859684634,NA,0.041507596735152,0.779270173777049,0.00280489246523,NA,0.194120302028046,-1.218494,1.26075977772244,0.0454247163653327,1.98975483671979,0.0505457486236842,1.57315612086756,0.0695653496246542
"2",1628190024.21713,-1750.32437074994,1,1.57409847798791,1.66320265393001,0.85792917805572,-1,-0.0488373531575359,1.10082473610327,-0.999999617353766,1,2.30916853755537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13630069581112,0.0385100888727521,1.98282854887742,0.0537137446034811,1.3908692085934,0.0576581351815055
"3",1628190602.4674,-1872.71799358898,1,1.41928394252288,2.0699433113224,1.12718729523964,-1,-0.0428921772914113,1.71103030439292,-0.999999760970746,1,1.4681813689156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28737903267927,0.0513736698696482,2.02696285851437,0.0588922002617071,1.65752205360053,0.08286000259828
"4",1628191191.60132,-1775.78706160039,1,1.78644842029692,1.90958677236162,0.924250334355491,-1,-0.0533453003155434,1.82357956747975,-0.974228953985265,1,2.1100678518847,0.317460861547998,0.139493977651593,0.108721178396578,NA,0.0571649533256673,0.603522176579964,0.0221265887561078,NA,0.165480242234632,-1.383477,1.23024305795833,0.0431727450025247,1.97779431811054,0.055055508095444,1.46590894447623,0.0649618894623726
"5",1628191858.3218,-1790.38348162122,1,1.96617482116302,2.20221886006727,1.2105021487999,-1,0.00815429400145602,2.14798979364553,-0.984554099502334,1,2.14781933492242,0.710246943215817,0.198440434380637,0.121259539143352,NA,0.349736944840659,1.28883002829461,0.09298154953631,NA,0.190561728220597,16.118419,1.25060902981151,0.047098544075413,2.05658780020447,0.0546728721458938,1.6066074022176,0.0738646674313331
"6",1628192551.32521,-1822.13153582723,1,1.37172251373275,1.7684936558119,0.929543998779602,-1,0.143167961035419,1.22645772469464,-0.99999946227804,1,2.04919401456786,NA,NA,NA,NA,NA,NA,NA,NA,NA,17460089.98986,1.20141474463724,0.042535189714365,1.95133838444059,0.0512316865345122,1.47504765603939,0.0598516414486953
"7",1628193280.37347,-1740.46761111456,1,1.55014184990579,1.88282473768466,0.933454422973338,-1,-0.0476748350416417,1.35820438522899,-0.999998089016935,1,2.54117174546975,NA,NA,NA,NA,NA,NA,NA,NA,NA,5443288.868477,1.23627155751314,0.0418438040984825,2.01211159769617,0.0552331860832835,1.56901326485753,0.0578160529218102
"8",1628193967.62889,-1818.38074919313,1,1.37254701372445,2.00119879752402,1.0120817044919,-1,-0.0657276071902643,1.28647613513222,-0.999999712482912,1,1.72849884003055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26078868232736,0.0469438853792207,1.98220878631879,0.0542555797662045,1.59578815397491,0.067247954217569
"9",1628194585.19708,-1745.53130189761,1,7.03579559306567,2.13677220179006,1.0024891555471,-1,-0.0913705436365642,8.82809471559429,-0.971377112107504,1,1.86604269045913,12.368758782381,0.120939019123047,0.0942273047026649,NA,0.124959114772645,16.198017878232,0.0809342989902748,NA,0.14621740517205,1.308916,1.32225409453392,0.0478916170966018,1.98497964577998,0.0572749946355795,1.60781403595935,0.0686725658921854
"10",1628195547.45207,-1744.42289428167,1,1.65228021775457,1.73582830708779,0.746927800184319,-1,-0.0191721161393691,1.34467576141564,-0.999999963839965,1,1.96736023267724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22424837284155,0.0424672406006512,1.94534157451278,0.052065044132295,1.48913017566756,0.0561241277966276
